/reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/path=690.2096.207/vars=-js-ready=0,143=28.1034.153,287=213,-project=web4,-page=serp,-platform=desktop,-env=production,-version=0xf00f2c0ef8a,143.2129=1685875275153,1701=2616.183.205,207=104.5,-cdn=mskm/cts=1685875275803/primary_reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/*//yandex.ru/
/reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/path=690.2096.207/vars=-js-ready=0,143=28.1034.153,287=213,-project=web4,-page=serp,-platform=desktop,-env=production,-version=0xf00f2c0ef8a,143.2129=1685875275153,1701=2616.183.1928,207=107.4,-cdn=mskm/cts=1685875275804/primary_reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/*//yandex.ru/
/reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/path=690.2096.207/vars=-js-ready=0,143=28.1034.153,287=213,-project=web4,-page=serp,-platform=desktop,-env=production,-version=0xf00f2c0ef8a,143.2129=1685875275153,1701=2325,207=373.3,-cdn=mskm/cts=1685875275804/primary_reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/*//yandex.ru/
/reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/path=690.2096.207/vars=-js-ready=0,143=28.1034.153,287=213,-project=web4,-page=serp,-platform=desktop,-env=production,-version=0xf00f2c0ef8a,143.2129=1685875275153,1701=2616.85.205,207=394.9,-cdn=mskm/cts=1685875275804/primary_reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/*//yandex.ru/
/reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/path=690.2096.207/vars=-js-ready=0,143=28.1034.153,287=213,-project=web4,-page=serp,-platform=desktop,-env=production,-version=0xf00f2c0ef8a,143.2129=1685875275153,1701=2616.85.1928,207=404.2,-cdn=mskm/cts=1685875275804/primary_reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/*//yandex.ru/
/reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/path=690.2096.207/vars=-js-ready=0,143=28.1034.153,287=213,-project=web4,-page=serp,-platform=desktop,-env=production,-version=0xf00f2c0ef8a,143.2129=1685875275153,1701=2417,207=435.2,-cdn=mskm/cts=1685875275804/primary_reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/*//yandex.ru/
/reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/path=690.2096.207/vars=-js-ready=0,143=28.1034.153,287=213,-project=web4,-page=serp,-platform=desktop,-env=production,-version=0xf00f2c0ef8a,143.2129=1685875275153,1701=2300,207=519,-cdn=mskm/cts=1685875275804/primary_reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/*//yandex.ru/
/reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/path=690.2096.207/vars=-js-ready=0,143=28.1034.153,287=213,-project=web4,-page=serp,-platform=desktop,-env=production,-version=0xf00f2c0ef8a,143.2129=1685875275153,1701=1724,207=625.3,-cdn=mskm/cts=1685875275804/primary_reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/*//yandex.ru/
/reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/path=690.2096.2877/vars=-js-ready=0,143=28.1034.153,287=213,-project=web4,-page=serp,-platform=desktop,-env=production,-version=0xf00f2c0ef8a,143.2129=1685875275153,1701=2095,207.2154=603.5,207.1428=603.7,2877=0.2,-cdn=mskm/cts=1685875275804/primary_reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/*//yandex.ru/
/reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/path=690.2096.2877/vars=-js-ready=0,143=28.1034.153,287=213,-project=web4,-page=serp,-platform=desktop,-env=production,-version=0xf00f2c0ef8a,143.2129=1685875275153,1701=3733,207.2154=612,207.1428=613.6,2877=1.6,-cdn=mskm/cts=1685875275804/primary_reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/*//yandex.ru/
/reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/path=690.1033/vars=-js-ready=0,143=28.1034.153,287=213,-project=web4,-page=serp,-platform=desktop,-env=production,-version=0xf00f2c0ef8a,2129=1685875275153,1036=4,1037=0,1038=0,1039=70,1040=360,1040.906=430,1310.2084=9,1310.2085=460,1310.1309=1,1310.1007=460,3140=8,3141=12,2116=4,2114=4,2124=615,2131=535,2123=534,2770=534,2769=83,2113=4,2112=4,2111=4,2126=615,2125=615,2117=10,2120=434,2119=74,2128=80,2127=80,1484=1,2437=2771,2870=4g,rtt=50,dwl=4.5,-cdn=mskm/cts=1685875275805/primary_reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/*//yandex.ru/
/reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/path=690.2096.207/vars=-js-ready=0,143=28.1034.153,287=213,-project=web4,-page=serp,-platform=desktop,-env=production,-version=0xf00f2c0ef8a,143.2129=1685875275153,1701=1926.2793,207=120,-cdn=mskm/cts=1685875275805/primary_reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/*//yandex.ru/
/reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/path=690.2096.207/vars=-js-ready=0,143=28.1034.153,287=213,-project=web4,-page=serp,-platform=desktop,-env=production,-version=0xf00f2c0ef8a,143.2129=1685875275153,1701=1926.2794,207=120,-cdn=mskm/cts=1685875275805/primary_reqid=1685875276289930-1953305200001208169-balancer-l7leveler-kubr-yp-sas-12-BAL-6172/*//yandex.ru/
