429 1686069587 0,000000 0,000000 -101,000000 0,000000 0,000000
429 1686069588 0,000000 0,000000 -101,000000 0,000000 0,000000
429 1686069589 0,000000 0,000000 -101,000000 0,000000 0,000000
429 1686069590 0,000000 0,000000 -101,000000 0,000000 0,000000
429 1686069591 2,000000 1,000000 2,000000 2,000000 -20,200000
429 1686069592 2,000000 1,000000 4,000000 4,000000 -20,200000
429 1686069593 2,000000 1,000000 6,000000 6,000000 -20,200000
429 1686069594 2,000000 1,000000 8,000000 8,000000 -20,200000
429 1686069595 2,000000 1,000000 10,000000 10,000000 -20,200000
429 1686069596 0,888889 1,800000 11,600000 11,600000 -20,200000
429 1686069597 0,888889 1,800000 13,200000 13,200000 -20,200000
429 1686069598 0,888889 1,800000 14,800000 14,800000 -20,200000
429 1686069599 0,888889 1,800000 16,400000 16,400000 -20,200000
429 1686069600 0,888889 1,800000 18,000000 18,000000 -20,200000
429 1686069601 0,200000 2,000000 18,400000 18,400000 -20,200000
429 1686069602 0,200000 2,000000 18,800000 18,800000 -20,200000
429 1686069603 0,200000 2,000000 19,200000 19,200000 -20,200000
429 1686069604 0,200000 2,000000 19,600000 19,600000 -20,200000
429 1686069605 0,200000 2,000000 20,000000 20,000000 -20,200000
429 1686069606 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069607 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069608 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069609 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069610 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069611 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069612 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069613 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069614 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069615 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069616 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069617 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069618 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069619 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069620 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069621 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069622 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069623 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069624 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069625 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069626 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069627 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069628 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069629 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069630 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069631 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069632 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069633 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069634 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069635 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069636 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069637 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069638 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069639 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069640 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069641 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069642 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069643 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069644 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069645 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069646 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069647 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069648 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069649 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069650 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069651 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069652 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069653 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069654 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069655 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069656 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069657 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069658 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069659 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069660 0,000000 2,000000 20,000000 20,000000 -20,200000
429 1686069661 -0,230769 2,600000 19,400000 19,400000 -20,200000
429 1686069662 -0,230769 2,600000 18,800000 18,800000 -20,200000
429 1686069663 -0,230769 2,600000 18,200000 18,200000 -20,200000
429 1686069664 -0,230769 2,600000 17,600000 17,600000 -20,200000
429 1686069665 -0,230769 2,600000 17,000000 17,000000 -20,200000
429 1686069666 -0,133333 3,000000 16,600000 16,600000 -20,200000
429 1686069667 -0,133333 3,000000 16,200000 16,200000 -20,200000
429 1686069668 -0,133333 3,000000 15,800000 15,800000 -20,200000
429 1686069669 -0,133333 3,000000 15,400000 15,400000 -20,200000
429 1686069670 -0,133333 3,000000 15,000000 15,000000 -20,200000
429 1686069671 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069672 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069673 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069674 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069675 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069676 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069677 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069678 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069679 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069680 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069681 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069682 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069683 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069684 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069685 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069686 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069687 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069688 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069689 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069690 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069691 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069692 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069693 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069694 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069695 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069696 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069697 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069698 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069699 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069700 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069701 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069702 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069703 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069704 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069705 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069706 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069707 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069708 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069709 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069710 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069711 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069712 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069713 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069714 0,000000 3,000000 15,000000 15,000000 -20,200000
429 1686069715 0,000000 3,000000 15,000000 15,000000 -20,200000
