424 1686069591 12,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069592 12,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069593 12,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069594 12,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069595 12,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069596 21,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069597 21,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069598 21,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069599 21,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069600 21,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069601 4,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069602 4,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069603 4,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069604 4,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069605 4,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069606 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069607 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069608 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069609 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069610 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069611 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069612 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069613 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069614 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069615 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069616 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069617 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069618 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069619 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069620 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069621 0,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069622 0,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069623 0,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069624 0,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069625 0,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069626 2,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069627 2,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069628 2,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069629 2,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069630 2,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069631 1,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069632 1,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069633 1,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069634 1,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069635 1,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069636 0,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069637 0,600000 -1,000000 -101,000000 0,000000 0,000000
415 1686069586 0,400000 -1,000000 -101,000000 0,000000 0,000000
415 1686069587 0,400000 -1,000000 -101,000000 0,000000 0,000000
415 1686069588 0,400000 -1,000000 -101,000000 0,000000 0,000000
415 1686069589 0,400000 -1,000000 -101,000000 0,000000 0,000000
415 1686069590 0,400000 -1,000000 -101,000000 0,000000 0,000000
415 1686069591 1,600000 -1,000000 -101,000000 0,000000 0,000000
415 1686069592 1,600000 -1,000000 -101,000000 0,000000 0,000000
415 1686069593 1,600000 -1,000000 -101,000000 0,000000 0,000000
415 1686069594 1,600000 -1,000000 -101,000000 0,000000 0,000000
415 1686069595 1,600000 -1,000000 -101,000000 0,000000 0,000000
415 1686069596 1,200000 -1,000000 -101,000000 0,000000 0,000000
415 1686069597 1,200000 -1,000000 -101,000000 0,000000 0,000000
415 1686069598 1,200000 -1,000000 -101,000000 0,000000 0,000000
415 1686069599 1,200000 -1,000000 -101,000000 0,000000 0,000000
415 1686069600 1,200000 -1,000000 -101,000000 0,000000 0,000000
415 1686069601 0,400000 -1,000000 -101,000000 0,000000 0,000000
415 1686069602 0,400000 -1,000000 -101,000000 0,000000 0,000000
415 1686069603 0,400000 -1,000000 -101,000000 0,000000 0,000000
415 1686069604 0,400000 -1,000000 -101,000000 0,000000 0,000000
415 1686069605 0,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069638 0,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069639 0,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069640 0,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069641 2,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069642 2,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069643 2,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069644 2,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069645 2,400000 -1,000000 -101,000000 0,000000 0,000000
424 1686069646 3,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069647 3,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069648 3,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069649 3,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069650 3,600000 -1,000000 -101,000000 0,000000 0,000000
424 1686069651 3,200000 -1,000000 -101,000000 0,000000 0,000000
424 1686069652 3,200000 -1,000000 -101,000000 0,000000 0,000000
424 1686069653 3,200000 -1,000000 -101,000000 0,000000 0,000000
424 1686069654 3,200000 -1,000000 -101,000000 0,000000 0,000000
424 1686069655 3,200000 -1,000000 -101,000000 0,000000 0,000000
424 1686069656 0,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069657 0,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069658 0,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069659 0,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069660 0,800000 -1,000000 -101,000000 0,000000 0,000000
424 1686069661 2,200000 -1,000000 -101,000000 0,000000 0,000000
424 1686069662 2,200000 -1,000000 -101,000000 0,000000 0,000000
424 1686069663 2,200000 -1,000000 -101,000000 0,000000 0,000000
424 1686069664 2,200000 -1,000000 -101,000000 0,000000 0,000000
424 1686069665 2,200000 -1,000000 -101,000000 0,000000 0,000000
424 1686069666 2,000000 -1,000000 -101,000000 0,000000 0,000000
