469 1686069710 0,200000 -1,000000 0,200000 0,200000 0,016000
469 1686069709 0,200000 -1,000000 0,200000 0,200000 0,016000
469 1686069708 0,200000 -1,000000 0,200000 0,200000 0,016000
469 1686069707 0,200000 -1,000000 0,200000 0,200000 0,016000
469 1686069706 0,200000 -1,000000 0,200000 0,200000 0,016000
469 1686069706 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686069707 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686069708 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686069709 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686069710 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686070241 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686070242 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686070243 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686070244 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686070245 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686070496 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686070497 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686070498 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686070499 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686070500 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071386 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071387 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071388 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071389 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071390 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071391 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071392 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071393 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071394 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071395 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071491 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071492 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071493 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071494 0,200000 -1,000000 -101,000000 0,000000 0,000000
469 1686071495 0,200000 -1,000000 -101,000000 0,000000 0,000000
476 1686071390 0,200000 -1,000000 0,200000 0,200000 0,008000
476 1686071389 0,200000 -1,000000 0,200000 0,200000 0,008000
476 1686071388 0,200000 -1,000000 0,200000 0,200000 0,008000
476 1686071387 0,200000 -1,000000 0,200000 0,200000 0,008000
