413 1686069586 0,000216 1,000000 0,000143 0,000354 0,000000
413 1686069587 0,000216 1,000000 0,000143 0,000354 0,000000
413 1686069588 0,000216 1,000000 0,000143 0,000354 0,000000
413 1686069589 0,000216 1,000000 0,000143 0,000354 0,000000
413 1686069590 0,000216 1,000000 0,000143 0,000354 0,000000
413 1686069591 0,000184 1,000000 0,000146 0,000271 0,000000
413 1686069592 0,000184 1,000000 0,000146 0,000271 0,000000
413 1686069593 0,000184 1,000000 0,000146 0,000271 0,000000
413 1686069594 0,000184 1,000000 0,000146 0,000271 0,000000
413 1686069595 0,000184 1,000000 0,000146 0,000271 0,000000
432 1686069601 13,030863 0,200000 13,030863 13,030863 33,960677
432 1686069602 13,030863 0,200000 13,030863 13,030863 33,960677
432 1686069603 13,030863 0,200000 13,030863 13,030863 33,960677
432 1686069604 13,030863 0,200000 13,030863 13,030863 33,960677
432 1686069605 13,030863 0,200000 13,030863 13,030863 33,960677
432 1686069606 13,385511 0,200000 13,385511 13,385511 35,834382
432 1686069607 13,385511 0,200000 13,385511 13,385511 35,834382
432 1686069608 13,385511 0,200000 13,385511 13,385511 35,834382
432 1686069609 13,385511 0,200000 13,385511 13,385511 35,834382
432 1686069610 13,385511 0,200000 13,385511 13,385511 35,834382
432 1686069611 14,128438 0,200000 14,128438 14,128438 39,922551
432 1686069612 14,128438 0,200000 14,128438 14,128438 39,922551
432 1686069613 14,128438 0,200000 14,128438 14,128438 39,922551
432 1686069614 14,128438 0,200000 14,128438 14,128438 39,922551
432 1686069615 14,128438 0,200000 14,128438 14,128438 39,922551
432 1686069616 25,777474 0,200000 25,777474 25,777474 132,895632
432 1686069617 25,777474 0,200000 25,777474 25,777474 132,895632
432 1686069618 25,777474 0,200000 25,777474 25,777474 132,895632
432 1686069619 25,777474 0,200000 25,777474 25,777474 132,895632
432 1686069620 25,777474 0,200000 25,777474 25,777474 132,895632
432 1686069621 26,729546 0,600000 25,208768 28,877898 430,145586
435 1686069621 1,049731 0,200000 1,049731 1,049731 0,220387
432 1686069622 26,729546 0,600000 25,208768 28,877898 430,145586
435 1686069622 1,049731 0,200000 1,049731 1,049731 0,220387
432 1686069623 26,729546 0,600000 25,208768 28,877898 430,145586
435 1686069623 1,049731 0,200000 1,049731 1,049731 0,220387
432 1686069624 26,729546 0,600000 25,208768 28,877898 430,145586
435 1686069624 1,049731 0,200000 1,049731 1,049731 0,220387
432 1686069625 26,729546 0,600000 25,208768 28,877898 430,145586
435 1686069625 1,049731 0,200000 1,049731 1,049731 0,220387
432 1686069626 27,859738 0,400000 26,255170 29,464306 311,495856
435 1686069626 0,731435 0,200000 0,731435 0,731435 0,107000
432 1686069627 27,859738 0,400000 26,255170 29,464306 311,495856
435 1686069627 0,731435 0,200000 0,731435 0,731435 0,107000
432 1686069628 27,859738 0,400000 26,255170 29,464306 311,495856
435 1686069628 0,731435 0,200000 0,731435 0,731435 0,107000
432 1686069629 27,859738 0,400000 26,255170 29,464306 311,495856
435 1686069629 0,731435 0,200000 0,731435 0,731435 0,107000
432 1686069630 27,859738 0,400000 26,255170 29,464306 311,495856
435 1686069630 0,731435 0,200000 0,731435 0,731435 0,107000
435 1686069631 0,721129 0,200000 0,721129 0,721129 0,104005
435 1686069632 0,721129 0,200000 0,721129 0,721129 0,104005
435 1686069633 0,721129 0,200000 0,721129 0,721129 0,104005
