411 1686069586 1,000000 -1,000000 -101,000000 0,000000 0,000000
411 1686069587 1,000000 -1,000000 -101,000000 0,000000 0,000000
411 1686069588 1,000000 -1,000000 -101,000000 0,000000 0,000000
411 1686069589 1,000000 -1,000000 -101,000000 0,000000 0,000000
411 1686069590 1,000000 -1,000000 -101,000000 0,000000 0,000000
411 1686069591 1,000000 -1,000000 -101,000000 0,000000 0,000000
411 1686069592 1,000000 -1,000000 -101,000000 0,000000 0,000000
411 1686069593 1,000000 -1,000000 -101,000000 0,000000 0,000000
411 1686069594 1,000000 -1,000000 -101,000000 0,000000 0,000000
411 1686069595 1,000000 -1,000000 -101,000000 0,000000 0,000000
411 1686069601 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069602 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069603 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069604 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069605 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069606 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069607 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069608 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069609 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069610 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069611 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069612 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069613 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069614 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069615 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069616 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069617 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069618 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069619 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069620 0,200000 -1,000000 -101,000000 0,000000 0,000000
411 1686069621 0,800000 -1,000000 -101,000000 0,000000 0,000000
